entry_id,vessel_id,internal_timestamp,propeller_rpm
61,NAUTILUS_01,1711000076.2690673,816.3654303100545
62,NAUTILUS_01,1711000077.5193799,817.2935677814324
63,NAUTILUS_01,1711000078.7696924,815.9493776233791
64,NAUTILUS_01,1711000080.020005,817.3192459347041
65,NAUTILUS_01,1711000081.2703176,817.4381937862134
66,NAUTILUS_01,1711000082.5206301,818.1324565531261
67,NAUTILUS_01,1711000083.7709427,818.5222166752184
68,NAUTILUS_01,1711000085.0212553,817.436012220685
69,NAUTILUS_01,1711000086.2715678,820.1974119600554
70,NAUTILUS_01,1711000087.5218804,817.6323922193669
71,NAUTILUS_01,1711000088.772193,818.341572609649
72,NAUTILUS_01,1711000090.0225055,820.9836698381847
73,NAUTILUS_01,1711000091.272818,816.14769828128
74,NAUTILUS_01,1711000092.523131,819.4099040506431
75,NAUTILUS_01,1711000093.7734435,816.6454832711634
76,NAUTILUS_01,1711000095.023756,819.3175595857977
77,NAUTILUS_01,1711000096.2740686,821.7319665897784
78,NAUTILUS_01,1711000097.5243812,821.4111828247251
79,NAUTILUS_01,1711000098.7746937,823.6248313089754
80,NAUTILUS_01,1711000100.0250063,818.2482207982042
81,NAUTILUS_01,1711000101.2753189,817.4737711680757
82,NAUTILUS_01,1711000102.5256314,818.0312956871954
83,NAUTILUS_01,1711000103.775944,823.4560861588102
84,NAUTILUS_01,1711000105.0262566,824.275220560544
85,NAUTILUS_01,1711000106.2765691,821.2746498476489
86,NAUTILUS_01,1711000107.5268817,819.7059090331812
87,NAUTILUS_01,1711000108.7771943,818.6510344883962
88,NAUTILUS_01,1711000110.0275068,819.6850727656156
89,NAUTILUS_01,1711000111.2778194,821.2958647277402
90,NAUTILUS_01,1711000112.528132,822.6468523194944
91,NAUTILUS_01,1711000113.7784445,826.0594987023296
92,NAUTILUS_01,1711000115.028757,821.3884548901702
93,NAUTILUS_01,1711000116.2790697,822.8003616766014
94,NAUTILUS_01,1711000117.5293822,824.1398110891267
95,NAUTILUS_01,1711000118.779695,821.3133908249539
96,NAUTILUS_01,1711000120.0300076,825.5953302143957
97,NAUTILUS_01,1711000121.2803202,822.9217194805633
98,NAUTILUS_01,1711000122.5306327,828.5668432240627
99,NAUTILUS_01,1711000123.7809453,826.1335144138369
100,NAUTILUS_01,1711000125.0312579,821.2200761020589
101,NAUTILUS_01,1711000126.2815704,828.4154490195475
102,NAUTILUS_01,1711000127.531883,825.4390239447539
103,NAUTILUS_01,1711000128.7821956,825.7405213778533
104,NAUTILUS_01,1711000130.0325081,825.1604508466235
105,NAUTILUS_01,1711000131.2828207,823.3075032159937
106,NAUTILUS_01,1711000132.5331333,825.5897522994059
107,NAUTILUS_01,1711000133.7834458,827.1789057949507
108,NAUTILUS_01,1711000135.0337584,832.8332394252778
109,NAUTILUS_01,1711000136.284071,826.9308974649615
110,NAUTILUS_01,1711000137.5343835,826.1612206458792
111,NAUTILUS_01,1711000138.784696,826.6031937847067
112,NAUTILUS_01,1711000140.0350087,829.1330876597015
113,NAUTILUS_01,1711000141.2853212,824.3115813922923
114,NAUTILUS_01,1711000142.5356338,829.5264855310135
115,NAUTILUS_01,1711000143.7859464,830.241765808697
116,NAUTILUS_01,1711000145.0362592,827.9676281171718
117,NAUTILUS_01,1711000146.2865717,833.4001109150452
118,NAUTILUS_01,1711000147.5368843,825.5304367066598
119,NAUTILUS_01,1711000148.7871969,827.5681443747709
120,NAUTILUS_01,1711000150.0375094,828.5062877574381
121,NAUTILUS_01,1711000151.287822,824.3004554099343
122,NAUTILUS_01,1711000152.5381346,829.2894402219214
123,NAUTILUS_01,1711000153.7884471,827.0219776022825
124,NAUTILUS_01,1711000155.0387597,829.7126015173668
125,NAUTILUS_01,1711000156.2890723,828.7714011577987
126,NAUTILUS_01,1711000157.5393848,830.4790500373065
127,NAUTILUS_01,1711000158.7896974,831.655368957333
128,NAUTILUS_01,1711000160.04001,831.4106094396826
129,NAUTILUS_01,1711000161.2903225,831.1861368604168
130,NAUTILUS_01,1711000162.540635,832.0395902836827
131,NAUTILUS_01,1711000163.7909477,829.4732995050715
132,NAUTILUS_01,1711000165.0412602,832.1766334678489
133,NAUTILUS_01,1711000166.2915728,836.8078865878044
134,NAUTILUS_01,1711000167.5418854,835.9098011872569
135,NAUTILUS_01,1711000168.792198,833.4756113383846
136,NAUTILUS_01,1711000170.0425105,834.5069692705069
137,NAUTILUS_01,1711000171.2928233,838.1611405908218
138,NAUTILUS_01,1711000172.543136,833.4995104552113
139,NAUTILUS_01,1711000173.7934484,834.4031412933307
140,NAUTILUS_01,1711000175.043761,832.9505595079631
141,NAUTILUS_01,1711000176.2940736,833.9866913008532
142,NAUTILUS_01,1711000177.5443861,834.5940663514551
143,NAUTILUS_01,1711000178.7946987,835.7281603635138
144,NAUTILUS_01,1711000180.0450113,834.2906928243887
145,NAUTILUS_01,1711000181.2953238,837.0464558725583
146,NAUTILUS_01,1711000182.5456364,836.5769927238224
147,NAUTILUS_01,1711000183.795949,837.0458532415448
148,NAUTILUS_01,1711000185.0462615,836.5002814917235
149,NAUTILUS_01,1711000186.296574,835.9357837925533
150,NAUTILUS_01,1711000187.5468867,837.1068269023907
151,NAUTILUS_01,1711000188.7971992,839.4542402596147
152,NAUTILUS_01,1711000190.0475118,836.5776431999768
153,NAUTILUS_01,1711000191.2978244,837.368764605932
154,NAUTILUS_01,1711000192.548137,841.693204351014
155,NAUTILUS_01,1711000193.7984495,840.2532850064574
156,NAUTILUS_01,1711000195.048762,837.9297524906766
157,NAUTILUS_01,1711000196.2990746,836.5884876511972
158,NAUTILUS_01,1711000197.5493875,839.8581758811315
159,NAUTILUS_01,1711000198.7997,837.8502481074731
160,NAUTILUS_01,1711000200.0500126,841.9901842249924
161,NAUTILUS_01,1711000201.3003252,839.9750759728823
162,NAUTILUS_01,1711000202.5506377,838.9063819194462
163,NAUTILUS_01,1711000203.8009503,837.5831326076419
164,NAUTILUS_01,1711000205.0512629,839.3797487554109
165,NAUTILUS_01,1711000206.3015754,841.2671465441625
166,NAUTILUS_01,1711000207.551888,837.8115981535367
167,NAUTILUS_01,1711000208.8022006,838.0456868613173
168,NAUTILUS_01,1711000210.0525131,840.5025182635513
169,NAUTILUS_01,1711000211.3028257,841.150467673013
170,NAUTILUS_01,1711000212.5531383,840.6272162535982
171,NAUTILUS_01,1711000213.8034508,843.1263317052011
172,NAUTILUS_01,1711000215.0537634,842.7112003002643
173,NAUTILUS_01,1711000216.304076,838.8535108235421
174,NAUTILUS_01,1711000217.5543885,844.0390286880546
175,NAUTILUS_01,1711000218.804701,842.0332982638845
176,NAUTILUS_01,1711000220.0550137,845.1617358819682
177,NAUTILUS_01,1711000221.3053262,841.7093080579423
178,NAUTILUS_01,1711000222.555639,844.514183482908
179,NAUTILUS_01,1711000223.8059516,843.1101971129539
180,NAUTILUS_01,1711000225.0562642,843.059713089248
181,NAUTILUS_01,1711000226.3065767,844.4337534266139
182,NAUTILUS_01,1711000227.5568893,839.7720170942755
183,NAUTILUS_01,1711000228.8072019,841.6167398843551
184,NAUTILUS_01,1711000230.0575144,842.3869233417895
185,NAUTILUS_01,1711000231.307827,841.0835655446709
186,NAUTILUS_01,1711000232.5581396,842.0352779818325
187,NAUTILUS_01,1711000233.8084521,844.7327551581155
188,NAUTILUS_01,1711000235.0587647,847.3379978940892
189,NAUTILUS_01,1711000236.3090773,844.8439171105126
190,NAUTILUS_01,1711000237.5593898,849.5221348403865
191,NAUTILUS_01,1711000238.8097024,847.0516265494806
192,NAUTILUS_01,1711000240.060015,850.244768365506
193,NAUTILUS_01,1711000241.3103275,845.847839469722
194,NAUTILUS_01,1711000242.56064,846.6928851142694
195,NAUTILUS_01,1711000243.8109527,844.4014450299434
196,NAUTILUS_01,1711000245.0612652,849.3210718382558
197,NAUTILUS_01,1711000246.3115778,845.8805654436584
198,NAUTILUS_01,1711000247.5618904,846.9003679677393
199,NAUTILUS_01,1711000248.8122032,846.1160741585048
200,NAUTILUS_01,1711000250.0625157,850.9564880636765
201,NAUTILUS_01,1711000251.3128283,850.6845657868107
202,NAUTILUS_01,1711000252.5631409,849.3255417486948
203,NAUTILUS_01,1711000253.8134534,846.388981323823
204,NAUTILUS_01,1711000255.063766,851.4903125246622
205,NAUTILUS_01,1711000256.3140786,849.595121943225
206,NAUTILUS_01,1711000257.5643911,850.8499730881557
207,NAUTILUS_01,1711000258.8147037,847.9110332470085
208,NAUTILUS_01,1711000260.0650163,849.328432843927
209,NAUTILUS_01,1711000261.3153288,850.2707724149061
210,NAUTILUS_01,1711000262.5656414,846.0322203115816
211,NAUTILUS_01,1711000263.815954,849.4920291038393
212,NAUTILUS_01,1711000265.0662665,851.9941145531624
213,NAUTILUS_01,1711000266.316579,850.6648969890527
214,NAUTILUS_01,1711000267.5668917,850.9980983620756
215,NAUTILUS_01,1711000268.8172042,851.1525173343651
216,NAUTILUS_01,1711000270.0675168,852.7362969595575
217,NAUTILUS_01,1711000271.3178294,848.554091493378
218,NAUTILUS_01,1711000272.568142,850.9393381756682
219,NAUTILUS_01,1711000273.8184545,854.3620608149153
220,NAUTILUS_01,1711000275.0687673,853.618309780958
221,NAUTILUS_01,1711000276.3190799,853.361613934072
222,NAUTILUS_01,1711000277.5693924,855.9600150043294
223,NAUTILUS_01,1711000278.819705,854.5882308301823
224,NAUTILUS_01,1711000280.0700176,853.2304690373709
225,NAUTILUS_01,1711000281.3203301,851.0984413740034
226,NAUTILUS_01,1711000282.5706427,853.8314704765671
227,NAUTILUS_01,1711000283.8209553,855.065975728406
228,NAUTILUS_01,1711000285.0712678,854.2948339612284
229,NAUTILUS_01,1711000286.3215804,855.812430829867
230,NAUTILUS_01,1711000287.571893,855.4680729914735
231,NAUTILUS_01,1711000288.8222055,855.4138730453516
232,NAUTILUS_01,1711000290.072518,857.9954690773159
233,NAUTILUS_01,1711000291.3228307,859.4058589108338
234,NAUTILUS_01,1711000292.5731432,854.4285237458247
235,NAUTILUS_01,1711000293.8234558,859.2944403609155
236,NAUTILUS_01,1711000295.0737684,856.2265795338332
237,NAUTILUS_01,1711000296.324081,854.4082016942003
238,NAUTILUS_01,1711000297.5743935,855.6154988077319
239,NAUTILUS_01,1711000298.824706,861.1968441705187
240,NAUTILUS_01,1711000300.0750186,855.3051480532234
241,NAUTILUS_01,1711000301.3253314,855.8271791808012
242,NAUTILUS_01,1711000302.575644,859.0536374710478
243,NAUTILUS_01,1711000303.8259566,856.5317460568954
244,NAUTILUS_01,1711000305.0762691,858.0292462791704
245,NAUTILUS_01,1711000306.3265817,857.4151991184177
246,NAUTILUS_01,1711000307.5768943,858.1677092689798
247,NAUTILUS_01,1711000308.8272069,860.6260258759971
248,NAUTILUS_01,1711000310.0775194,858.0851111187369
249,NAUTILUS_01,1711000311.327832,861.7035272575522
250,NAUTILUS_01,1711000312.5781446,853.9780811828141
251,NAUTILUS_01,1711000313.828457,863.5255296348168
252,NAUTILUS_01,1711000315.0787697,859.7720710624475
253,NAUTILUS_01,1711000316.3290823,857.4089906534382
254,NAUTILUS_01,1711000317.5793948,857.0230190826094
255,NAUTILUS_01,1711000318.8297074,859.2986230418022
256,NAUTILUS_01,1711000320.08002,857.9989914623864
257,NAUTILUS_01,1711000321.3303325,858.5781966747206
258,NAUTILUS_01,1711000322.580645,860.3143743721165
259,NAUTILUS_01,1711000323.8309577,859.7985884246771
260,NAUTILUS_01,1711000325.0812702,864.229081701799
261,NAUTILUS_01,1711000326.3315828,860.3818100489143
262,NAUTILUS_01,1711000327.5818956,865.1343967094126
263,NAUTILUS_01,1711000328.8322082,863.6463460568222
264,NAUTILUS_01,1711000330.0825207,859.2368748559098
265,NAUTILUS_01,1711000331.3328333,864.7450708744548
266,NAUTILUS_01,1711000332.5831459,861.6844523453956
267,NAUTILUS_01,1711000333.8334584,859.029177543017
268,NAUTILUS_01,1711000335.083771,858.7826038327985
269,NAUTILUS_01,1711000336.3340836,865.0104361316503
270,NAUTILUS_01,1711000337.5843961,857.658926278994
271,NAUTILUS_01,1711000338.8347087,862.6209151051277
272,NAUTILUS_01,1711000340.0850213,862.783477591976
273,NAUTILUS_01,1711000341.3353338,862.0814962527927
274,NAUTILUS_01,1711000342.5856464,862.1094205616126
275,NAUTILUS_01,1711000343.835959,863.7948904474024
276,NAUTILUS_01,1711000345.0862715,863.4790973964447
277,NAUTILUS_01,1711000346.336584,863.1657328129811
278,NAUTILUS_01,1711000347.5868967,863.8989195391646
279,NAUTILUS_01,1711000348.8372092,862.3294690831706
280,NAUTILUS_01,1711000350.0875218,869.286444765233
281,NAUTILUS_01,1711000351.3378344,865.7457784828882
282,NAUTILUS_01,1711000352.588147,862.8349792045464
283,NAUTILUS_01,1711000353.8384597,865.7438602607351
284,NAUTILUS_01,1711000355.0887723,864.1018295034843
285,NAUTILUS_01,1711000356.3390849,866.0006556237518
286,NAUTILUS_01,1711000357.5893974,866.9821071907172
287,NAUTILUS_01,1711000358.83971,865.5021084607503
288,NAUTILUS_01,1711000360.0900226,869.1378833900225
289,NAUTILUS_01,1711000361.3403351,866.0807719745652
290,NAUTILUS_01,1711000362.5906477,867.104000667427
291,NAUTILUS_01,1711000363.8409603,866.5907658081245
292,NAUTILUS_01,1711000365.0912728,866.5302130546622
293,NAUTILUS_01,1711000366.3415854,867.7690730568023
294,NAUTILUS_01,1711000367.591898,865.671114167114
295,NAUTILUS_01,1711000368.8422105,868.1252186160426
296,NAUTILUS_01,1711000370.092523,864.7527419476297
297,NAUTILUS_01,1711000371.3428357,865.9214708057162
298,NAUTILUS_01,1711000372.5931482,867.4325516762171
299,NAUTILUS_01,1711000373.8434608,872.1508729236574
300,NAUTILUS_01,1711000375.0937734,864.8965810269258
301,NAUTILUS_01,1711000376.344086,867.572752820717
302,NAUTILUS_01,1711000377.5943985,866.0270392493316
303,NAUTILUS_01,1711000378.844711,867.9355341446228
304,NAUTILUS_01,1711000380.0950239,866.1657967263274
305,NAUTILUS_01,1711000381.3453364,865.7204925765637
306,NAUTILUS_01,1711000382.595649,871.1160273853272
307,NAUTILUS_01,1711000383.8459616,868.8805487510048
308,NAUTILUS_01,1711000385.0962741,867.9205251868478
309,NAUTILUS_01,1711000386.3465867,870.2031789913369
310,NAUTILUS_01,1711000387.5968993,872.329733885595
311,NAUTILUS_01,1711000388.8472118,872.2902656641985
312,NAUTILUS_01,1711000390.0975244,873.6291376219596
313,NAUTILUS_01,1711000391.347837,870.754435326199
314,NAUTILUS_01,1711000392.5981495,870.0975300496642
315,NAUTILUS_01,1711000393.848462,869.738390989685
316,NAUTILUS_01,1711000395.0987747,870.1754330677353
317,NAUTILUS_01,1711000396.3490872,872.8544616057789
318,NAUTILUS_01,1711000397.5993998,871.8662512536242
319,NAUTILUS_01,1711000398.8497124,873.184219297249
320,NAUTILUS_01,1711000400.100025,868.650018905778
321,NAUTILUS_01,1711000401.3503375,869.8471498994078
322,NAUTILUS_01,1711000402.60065,871.9819896508137
323,NAUTILUS_01,1711000403.8509626,870.5723996878243
324,NAUTILUS_01,1711000405.1012752,869.9121648358961
325,NAUTILUS_01,1711000406.351588,877.6606431067539
326,NAUTILUS_01,1711000407.6019006,874.7069096504711
327,NAUTILUS_01,1711000408.8522131,873.9884750665472
328,NAUTILUS_01,1711000410.1025257,872.6937249009823
329,NAUTILUS_01,1711000411.3528383,875.0914906272841
330,NAUTILUS_01,1711000412.6031508,879.4587815475697
331,NAUTILUS_01,1711000413.8534634,872.3124101279277
332,NAUTILUS_01,1711000415.103776,874.7907163209595
333,NAUTILUS_01,1711000416.3540885,873.4264784275148
334,NAUTILUS_01,1711000417.604401,875.2042993844401
335,NAUTILUS_01,1711000418.8547137,873.6332398907216
336,NAUTILUS_01,1711000420.1050262,875.641039084716
337,NAUTILUS_01,1711000421.3553388,872.9568519519294
338,NAUTILUS_01,1711000422.6056514,873.9512009856986
339,NAUTILUS_01,1711000423.855964,875.0317224920271
340,NAUTILUS_01,1711000425.1062765,875.2184394737903
341,NAUTILUS_01,1711000426.356589,873.4998511521385
342,NAUTILUS_01,1711000427.6069016,876.1629889315032
343,NAUTILUS_01,1711000428.8572142,873.2502716549891
344,NAUTILUS_01,1711000430.1075268,873.7803346184132
345,NAUTILUS_01,1711000431.3578393,873.9663922861106
346,NAUTILUS_01,1711000432.6081522,875.2081656764404
347,NAUTILUS_01,1711000433.8584647,875.5754837362293
348,NAUTILUS_01,1711000435.1087773,875.7699847798314
349,NAUTILUS_01,1711000436.3590899,874.5868369827584
350,NAUTILUS_01,1711000437.6094024,879.9716075569967
351,NAUTILUS_01,1711000438.859715,877.355242557183
352,NAUTILUS_01,1711000440.1100276,879.1169027658522
353,NAUTILUS_01,1711000441.36034,879.3693286255713
354,NAUTILUS_01,1711000442.6106527,875.9242531688795
355,NAUTILUS_01,1711000443.8609653,879.4984184505495
356,NAUTILUS_01,1711000445.1112778,876.7077829370215
357,NAUTILUS_01,1711000446.3615904,875.6049173579593
358,NAUTILUS_01,1711000447.611903,878.554778178709
359,NAUTILUS_01,1711000448.8622155,879.1651669196958
360,NAUTILUS_01,1711000450.112528,878.5709796798595
361,NAUTILUS_01,1711000451.3628407,875.8722126000315
362,NAUTILUS_01,1711000452.6131532,879.9873390165069
363,NAUTILUS_01,1711000453.8634658,880.9748359232073
364,NAUTILUS_01,1711000455.1137784,878.5326612023593
365,NAUTILUS_01,1711000456.364091,880.8593569977464
366,NAUTILUS_01,1711000457.6144035,877.9056261466715
367,NAUTILUS_01,1711000458.8647163,874.991394021831
368,NAUTILUS_01,1711000460.1150289,880.3831273103282
369,NAUTILUS_01,1711000461.3653414,880.3197975535637
370,NAUTILUS_01,1711000462.615654,880.316868360974
371,NAUTILUS_01,1711000463.8659666,880.7981610387102
372,NAUTILUS_01,1711000465.1162791,880.5895686614631
373,NAUTILUS_01,1711000466.3665917,877.9697122150724
374,NAUTILUS_01,1711000467.6169043,879.9070573470077
375,NAUTILUS_01,1711000468.8672168,880.9002840194378
376,NAUTILUS_01,1711000470.1175294,882.8341901534756
377,NAUTILUS_01,1711000471.367842,877.5290041142136
378,NAUTILUS_01,1711000472.6181545,880.3601331559073
379,NAUTILUS_01,1711000473.868467,880.2931023061255
380,NAUTILUS_01,1711000475.1187797,882.7899341698611
381,NAUTILUS_01,1711000476.3690922,881.5551415208971
382,NAUTILUS_01,1711000477.6194048,879.3496648633126
383,NAUTILUS_01,1711000478.8697174,884.1122588938274
384,NAUTILUS_01,1711000480.12003,883.2764719832642
385,NAUTILUS_01,1711000481.3703425,884.6339304159228
386,NAUTILUS_01,1711000482.620655,880.3590009756928
387,NAUTILUS_01,1711000483.8709676,884.4355286640238
388,NAUTILUS_01,1711000485.1212804,881.7044300379713
389,NAUTILUS_01,1711000486.371593,881.0710717445537
390,NAUTILUS_01,1711000487.6219056,882.7896694912013
391,NAUTILUS_01,1711000488.8722181,884.1222557077338
392,NAUTILUS_01,1711000490.1225307,883.1808175827052
393,NAUTILUS_01,1711000491.3728433,888.5019819076209
394,NAUTILUS_01,1711000492.6231558,885.0992663265624
395,NAUTILUS_01,1711000493.8734684,883.748578105832
396,NAUTILUS_01,1711000495.123781,882.2039070032841
397,NAUTILUS_01,1711000496.3740935,883.8972936572628
398,NAUTILUS_01,1711000497.624406,884.6188092388047
399,NAUTILUS_01,1711000498.8747187,886.4598816126615
400,NAUTILUS_01,1711000500.1250312,882.1093752139649
401,NAUTILUS_01,1711000501.3753438,880.483565827673
402,NAUTILUS_01,1711000502.6256564,881.5511445990657
403,NAUTILUS_01,1711000503.875969,882.5475333346949
404,NAUTILUS_01,1711000505.1262815,885.0414206769276
405,NAUTILUS_01,1711000506.376594,881.9423898138027
406,NAUTILUS_01,1711000507.6269066,886.0324379537317
407,NAUTILUS_01,1711000508.8772192,883.9767758991118
408,NAUTILUS_01,1711000510.1275318,884.6892027361118
409,NAUTILUS_01,1711000511.3778446,884.5168803408109
410,NAUTILUS_01,1711000512.6281571,886.8106059355862
411,NAUTILUS_01,1711000513.8784697,882.0547667196631
412,NAUTILUS_01,1711000515.1287823,883.7920894712604
413,NAUTILUS_01,1711000516.3790948,880.6415685693946
414,NAUTILUS_01,1711000517.6294074,886.5767500249056
415,NAUTILUS_01,1711000518.87972,888.8272494096339
416,NAUTILUS_01,1711000520.1300325,887.1377781955716
417,NAUTILUS_01,1711000521.380345,887.7555632342818
418,NAUTILUS_01,1711000522.6306577,884.7183243531234
419,NAUTILUS_01,1711000523.8809702,883.003989513428
420,NAUTILUS_01,1711000525.1312828,886.5634285300786
421,NAUTILUS_01,1711000526.3815954,889.238116295438
422,NAUTILUS_01,1711000527.631908,885.6708227864913
423,NAUTILUS_01,1711000528.8822205,887.6012313370511
424,NAUTILUS_01,1711000530.132533,886.6480082657589
425,NAUTILUS_01,1711000531.3828456,888.2512943077336
426,NAUTILUS_01,1711000532.6331582,885.818498819774
427,NAUTILUS_01,1711000533.8834708,889.1106808333852
428,NAUTILUS_01,1711000535.1337833,886.2948068840592
429,NAUTILUS_01,1711000536.384096,886.4661583856102
430,NAUTILUS_01,1711000537.6344087,889.4004366211092
431,NAUTILUS_01,1711000538.8847213,887.018724475229
432,NAUTILUS_01,1711000540.1350338,890.4997100793734
433,NAUTILUS_01,1711000541.3853464,889.526644368679
434,NAUTILUS_01,1711000542.635659,890.2044997483399
435,NAUTILUS_01,1711000543.8859715,889.9618172534559
436,NAUTILUS_01,1711000545.136284,888.6091890489772
437,NAUTILUS_01,1711000546.3865967,884.8214984084968
438,NAUTILUS_01,1711000547.6369092,889.3746488715939
439,NAUTILUS_01,1711000548.8872218,887.0278411564492
440,NAUTILUS_01,1711000550.1375344,889.172534021187
441,NAUTILUS_01,1711000551.387847,887.788236227303
442,NAUTILUS_01,1711000552.6381595,889.0323131134352
443,NAUTILUS_01,1711000553.888472,889.0249967978912
444,NAUTILUS_01,1711000555.1387846,888.3150127771632
445,NAUTILUS_01,1711000556.3890972,892.9445526275832
446,NAUTILUS_01,1711000557.6394098,890.0088571890929
447,NAUTILUS_01,1711000558.8897223,890.13115705578
448,NAUTILUS_01,1711000560.140035,887.7965929800878
449,NAUTILUS_01,1711000561.3903475,889.2819949926062
450,NAUTILUS_01,1711000562.64066,888.6510353263533
451,NAUTILUS_01,1711000563.8909729,892.0856042516078
452,NAUTILUS_01,1711000565.1412854,888.7230440109433
453,NAUTILUS_01,1711000566.391598,888.4482166637873
454,NAUTILUS_01,1711000567.6419106,891.2298337641577
455,NAUTILUS_01,1711000568.8922231,894.1212018350022
456,NAUTILUS_01,1711000570.1425357,891.8731039011434
457,NAUTILUS_01,1711000571.3928483,891.8097089579602
458,NAUTILUS_01,1711000572.6431608,889.2618002972855
459,NAUTILUS_01,1711000573.8934734,889.6796986086465
460,NAUTILUS_01,1711000575.143786,893.2901526994295
461,NAUTILUS_01,1711000576.3940985,892.0823629240659
462,NAUTILUS_01,1711000577.644411,895.401964654075
463,NAUTILUS_01,1711000578.8947237,890.0619371831414
464,NAUTILUS_01,1711000580.1450362,891.5420435002491
465,NAUTILUS_01,1711000581.3953488,890.833889370607
466,NAUTILUS_01,1711000582.6456614,894.8889999993476
467,NAUTILUS_01,1711000583.895974,893.8472435769901
468,NAUTILUS_01,1711000585.1462865,894.6484864870981
469,NAUTILUS_01,1711000586.396599,889.1763104843942
470,NAUTILUS_01,1711000587.6469116,893.8433030854518
471,NAUTILUS_01,1711000588.8972242,895.5943908287434
472,NAUTILUS_01,1711000590.147537,892.6168030934649
473,NAUTILUS_01,1711000591.3978496,896.1359721414722
474,NAUTILUS_01,1711000592.6481621,895.9301762773482
475,NAUTILUS_01,1711000593.8984747,889.8868368463353
476,NAUTILUS_01,1711000595.1487873,892.6210671194708
477,NAUTILUS_01,1711000596.3990998,889.3918399679487
478,NAUTILUS_01,1711000597.6494124,894.5847897822485
479,NAUTILUS_01,1711000598.899725,893.7740430241914
480,NAUTILUS_01,1711000600.1500375,893.1868571354934
481,NAUTILUS_01,1711000601.40035,892.1977723693785
482,NAUTILUS_01,1711000602.6506627,892.3382576181416
483,NAUTILUS_01,1711000603.9009752,892.1724354592136
484,NAUTILUS_01,1711000605.1512878,891.9618015422161
485,NAUTILUS_01,1711000606.4016004,898.8955047111763
